"pedido_detalle_id","cantidad","estado_detalle","notas","subtotal","pedido_id","producto_id","tenant_id"
"20987",2,"ENTREGADO","No incluir pan.","58.00","5287","18","1"
"20988",1,"ENTREGADO","Evitar ingredientes crudos.","20.00","5288","27","1"
"20989",2,"ENTREGADO","Con limón aparte.","70.00","5288","10","1"
"20990",1,"ENTREGADO","Poco picante.","28.00","5289","1","1"
"20991",2,"ENTREGADO","Evitar ingredientes crudos.","50.00","5289","2","1"
"20992",3,"ENTREGADO","Usar queso sin lactosa.","60.00","5289","5","1"
"20993",1,"ENTREGADO","Entrega rápida.","28.00","5289","1","1"
"20994",1,"ENTREGADO","Plato para compartir.","21.00","5289","4","1"
"20995",1,"ENTREGADO","Sin aderezo.","7.00","5289","23","1"
"20996",1,"ENTREGADO","Agregar cubiertos adicionales.","22.00","5290","3","1"
"20997",3,"ENTREGADO","","72.00","5290","6","1"
"20998",3,"ENTREGADO","Usar queso sin lactosa.","102.00","5290","13","1"
"20999",1,"ENTREGADO","No añadir mayonesa.","26.00","5291","11","1"
"21000",1,"ENTREGADO","Entrega rápida.","33.00","5291","17","1"
"21001",2,"ENTREGADO","Entrega rápida.","46.00","5291","8","1"
"21002",1,"ENTREGADO","Usar queso sin lactosa.","38.00","5292","20","1"
"21003",2,"ENTREGADO","Preparar como la vez pasada.","50.00","5292","2","1"
"21004",2,"ENTREGADO","No incluir pan.","66.00","5293","17","1"
"21005",2,"ENTREGADO","Poco picante.","52.00","5293","11","1"
"21006",1,"ENTREGADO","Con limón aparte.","22.00","5293","3","1"
"21007",1,"ENTREGADO","No incluir pan.","7.00","5293","23","1"
"21008",1,"ENTREGADO","Poco picante.","21.00","5293","4","1"
"21009",1,"ENTREGADO","Entrega rápida.","22.00","5293","3","1"
"21010",2,"ENTREGADO","Sin cebolla, por favor.","70.00","5294","19","1"
"21011",1,"ENTREGADO","No añadir mayonesa.","32.00","5294","7","1"
"21012",1,"ENTREGADO","Evitar ingredientes crudos.","17.00","5295","26","1"
"21013",1,"ENTREGADO","Plato para compartir.","8.00","5295","22","1"
"21014",1,"ENTREGADO","Entrega rápida.","21.00","5295","4","1"
"21015",2,"ENTREGADO","Evitar ingredientes crudos.","50.00","5296","2","1"
"21016",2,"ENTREGADO","","70.00","5296","10","1"
"21017",1,"ENTREGADO","Poco picante.","30.00","5296","15","1"
"21018",1,"ENTREGADO","Poco picante.","28.00","5297","1","1"
"21019",1,"ENTREGADO","Servir bien caliente.","20.00","5297","5","1"
"21020",1,"ENTREGADO","","22.00","5297","3","1"
"21021",1,"ENTREGADO","Cocinar bien la carne.","40.00","5297","14","1"
"21022",1,"ENTREGADO","Sin aderezo.","28.00","5298","1","1"
"21023",2,"ENTREGADO","No añadir mayonesa.","42.00","5298","4","1"
"21024",2,"ENTREGADO","Servir en dos platos.","44.00","5298","3","1"
"21025",2,"ENTREGADO","Poco picante.","44.00","5299","9","1"
"21026",2,"ENTREGADO","Servir bien caliente.","16.00","5299","22","1"
"21027",1,"ENTREGADO","Entrega rápida.","17.00","5299","26","1"
"21028",2,"ENTREGADO","No añadir mayonesa.","44.00","5299","3","1"
"21029",3,"ENTREGADO","Dividir el plato.","90.00","5300","15","1"
"21030",2,"ENTREGADO","Cocinar bien la carne.","44.00","5300","9","1"
"21031",1,"ENTREGADO","","24.00","5300","6","1"
"21032",2,"ENTREGADO","Evitar ingredientes crudos.","46.00","5301","8","1"
"21033",3,"ENTREGADO","Evitar ingredientes crudos.","60.00","5301","5","1"
"21034",3,"ENTREGADO","Evitar ingredientes crudos.","18.00","5302","24","1"
"21035",1,"ENTREGADO","No añadir mayonesa.","32.00","5302","7","1"
"21036",1,"ENTREGADO","Evitar ingredientes crudos.","23.00","5302","8","1"
"21037",1,"ENTREGADO","","26.00","5303","11","1"
"21038",2,"ENTREGADO","Con limón aparte.","56.00","5303","1","1"
"21039",3,"ENTREGADO","No añadir mayonesa.","87.00","5303","18","1"
"21040",1,"ENTREGADO","Evitar ingredientes crudos.","38.00","5303","20","1"
"21041",2,"ENTREGADO","Poco picante.","80.00","5304","14","1"
"21042",3,"ENTREGADO","Sin aderezo.","78.00","5304","11","1"
"21043",2,"ENTREGADO","Evitar ingredientes crudos.","14.00","5304","23","1"
"21044",2,"ENTREGADO","","48.00","5304","6","1"
"21045",1,"ENTREGADO","Usar queso sin lactosa.","23.00","5304","8","1"
"21046",2,"ENTREGADO","Poco picante.","70.00","5305","10","1"
"21047",1,"ENTREGADO","","40.00","5305","14","1"
"21048",2,"ENTREGADO","Poco picante.","48.00","5305","6","1"
"21049",1,"ENTREGADO","Servir en dos platos.","18.00","5306","21","1"
"21050",1,"ENTREGADO","No añadir mayonesa.","23.00","5306","8","1"
"21051",2,"ENTREGADO","Agregar cubiertos adicionales.","64.00","5306","7","1"
"21052",1,"ENTREGADO","Poco picante.","33.00","5306","17","1"
"21053",1,"ENTREGADO","Plato para compartir.","35.00","5307","10","1"
"21054",2,"ENTREGADO","Sin cebolla, por favor.","50.00","5307","2","1"
"21055",2,"ENTREGADO","No incluir pan.","50.00","5307","2","1"
"21056",2,"ENTREGADO","Agregar salsa extra.","44.00","5307","3","1"
"21057",2,"ENTREGADO","Poco picante.","40.00","5307","27","1"
"21058",1,"ENTREGADO","Agregar cubiertos adicionales.","34.00","5307","13","1"
"21059",2,"ENTREGADO","Usar queso sin lactosa.","18.00","5308","29","1"
"21060",1,"ENTREGADO","Con limón aparte.","6.00","5308","24","1"
"21061",1,"ENTREGADO","Dividir el plato.","25.00","5308","2","1"
"21062",2,"ENTREGADO","","48.00","5308","6","1"
"21063",1,"ENTREGADO","Poco picante.","21.00","5309","4","1"
"21064",2,"ENTREGADO","Sin aderezo.","72.00","5309","12","1"
"21065",4,"ENTREGADO","Con limón aparte.","88.00","5309","3","1"
"21066",1,"ENTREGADO","Dividir el plato.","28.00","5309","1","1"
"21067",1,"ENTREGADO","Sin aderezo.","21.00","5309","4","1"
"21068",2,"ENTREGADO","Servir bien caliente.","44.00","5310","3","1"
"21069",3,"ENTREGADO","No incluir pan.","75.00","5310","2","1"
"21070",1,"ENTREGADO","Servir en dos platos.","32.00","5310","7","1"
"21071",2,"ENTREGADO","Usar queso sin lactosa.","44.00","5310","3","1"
"21072",1,"ENTREGADO","Sin cebolla, por favor.","20.00","5310","27","1"
"21073",2,"ENTREGADO","Evitar ingredientes crudos.","70.00","5311","10","1"
"21074",1,"ENTREGADO","Usar queso sin lactosa.","28.00","5311","1","1"
"21075",1,"ENTREGADO","Sin aderezo.","35.00","5311","19","1"
"21076",3,"ENTREGADO","Preparar como la vez pasada.","84.00","5311","1","1"
"21077",1,"ENTREGADO","Entrega rápida.","28.00","5312","1","1"
"21078",1,"ENTREGADO","Dividir el plato.","24.00","5312","6","1"
"21079",1,"ENTREGADO","No añadir mayonesa.","25.00","5312","2","1"
"21080",1,"ENTREGADO","Cocinar bien la carne.","24.00","5312","6","1"
"21081",1,"ENTREGADO","No incluir pan.","35.00","5312","10","1"
"21082",3,"ENTREGADO","No incluir pan.","63.00","5313","4","1"
"21083",2,"ENTREGADO","Servir bien caliente.","16.00","5313","22","1"
"21084",1,"ENTREGADO","Preparar como la vez pasada.","22.00","5314","3","1"
"21085",3,"ENTREGADO","Poco picante.","75.00","5314","2","1"
"21086",2,"ENTREGADO","Dividir el plato.","44.00","5314","9","1"
"21087",2,"ENTREGADO","Sin cebolla, por favor.","42.00","5314","4","1"
"21088",4,"ENTREGADO","","160.00","5314","14","1"
"21089",2,"ENTREGADO","Poco picante.","44.00","5315","3","1"
"21090",1,"ENTREGADO","Sin cebolla, por favor.","29.00","5315","18","1"
"21091",1,"ENTREGADO","No incluir pan.","30.00","5316","15","1"
"21092",1,"ENTREGADO","Usar queso sin lactosa.","30.00","5316","15","1"
"21093",1,"ENTREGADO","Cocinar bien la carne.","22.00","5317","3","1"
"21094",1,"ENTREGADO","","24.00","5317","6","1"
"21095",1,"ENTREGADO","Con limón aparte.","30.00","5317","15","1"
"21096",2,"ENTREGADO","Dividir el plato.","60.00","5317","15","1"
"21097",3,"ENTREGADO","Evitar ingredientes crudos.","105.00","5317","10","1"
"21098",1,"ENTREGADO","Poco picante.","21.00","5318","4","1"
"21099",1,"ENTREGADO","Agregar cubiertos adicionales.","22.00","5318","9","1"
"21100",3,"ENTREGADO","No añadir mayonesa.","72.00","5318","6","1"
"21101",3,"ENTREGADO","Preparar como la vez pasada.","105.00","5318","10","1"
"21102",1,"ENTREGADO","Entrega rápida.","26.00","5319","11","1"
"21103",1,"ENTREGADO","Sin cebolla, por favor.","21.00","5319","4","1"
"21104",2,"ENTREGADO","Evitar ingredientes crudos.","42.00","5320","4","1"
"21105",1,"ENTREGADO","Poco picante.","24.00","5320","6","1"
"21106",2,"ENTREGADO","Cocinar bien la carne.","44.00","5320","3","1"
"21107",4,"ENTREGADO","Sin cebolla, por favor.","92.00","5320","8","1"
"21108",3,"ENTREGADO","Sin aderezo.","93.00","5320","16","1"
"21109",1,"ENTREGADO","Agregar cubiertos adicionales.","6.00","5321","24","1"
"21110",1,"ENTREGADO","Entrega rápida.","21.00","5321","4","1"
"21111",2,"ENTREGADO","Agregar salsa extra.","46.00","5322","8","1"
"21112",2,"ENTREGADO","Sin aderezo.","72.00","5322","12","1"
"21113",1,"ENTREGADO","Poco picante.","20.00","5322","5","1"
"21114",2,"ENTREGADO","Plato para compartir.","56.00","5322","1","1"
"21115",2,"ENTREGADO","","44.00","5322","9","1"
"21116",1,"ENTREGADO","No incluir pan.","31.00","5323","16","1"
"21117",1,"ENTREGADO","Servir bien caliente.","30.00","5323","15","1"
"21118",2,"ENTREGADO","Agregar cubiertos adicionales.","42.00","5323","4","1"
"21119",1,"ENTREGADO","No incluir pan.","24.00","5324","6","1"
"21120",2,"ENTREGADO","","44.00","5324","3","1"
"21121",3,"ENTREGADO","Sin cebolla, por favor.","66.00","5324","3","1"
"21122",2,"ENTREGADO","Con limón aparte.","56.00","5325","1","1"
"21123",3,"ENTREGADO","Poco picante.","60.00","5325","27","1"
"21124",2,"ENTREGADO","Cocinar bien la carne.","44.00","5325","9","1"
"21125",2,"ENTREGADO","Cocinar bien la carne.","70.00","5325","10","1"
"21126",2,"ENTREGADO","Agregar salsa extra.","56.00","5326","1","1"
"21127",1,"ENTREGADO","No incluir pan.","32.00","5326","7","1"
"21128",3,"ENTREGADO","Con limón aparte.","66.00","5326","3","1"
"21129",1,"ENTREGADO","Servir bien caliente.","25.00","5327","2","1"
"21130",1,"ENTREGADO","Plato para compartir.","22.00","5327","3","1"
"21131",3,"ENTREGADO","Entrega rápida.","87.00","5328","18","1"
"21132",2,"ENTREGADO","Plato para compartir.","70.00","5328","19","1"
"21133",3,"ENTREGADO","Preparar como la vez pasada.","84.00","5328","1","1"
"21134",2,"ENTREGADO","No incluir pan.","46.00","5328","8","1"
"21135",3,"ENTREGADO","Sin aderezo.","66.00","5328","3","1"
"21136",3,"ENTREGADO","Agregar salsa extra.","120.00","5329","14","1"
"21137",1,"ENTREGADO","Con limón aparte.","20.00","5329","5","1"
"21138",2,"ENTREGADO","Entrega rápida.","44.00","5329","3","1"
"21139",1,"ENTREGADO","Dividir el plato.","25.00","5329","2","1"
"21140",4,"ENTREGADO","Servir en dos platos.","140.00","5330","10","1"
"21141",2,"ENTREGADO","Cocinar bien la carne.","70.00","5330","19","1"
"21142",1,"ENTREGADO","","36.00","5330","12","1"
"21143",1,"ENTREGADO","Preparar como la vez pasada.","18.00","5330","21","1"
"21144",2,"ENTREGADO","No añadir mayonesa.","12.00","5330","24","1"
"21145",2,"ENTREGADO","","44.00","5330","3","1"
"21146",1,"ENTREGADO","Poco picante.","28.00","5331","1","1"
"21147",3,"ENTREGADO","Agregar cubiertos adicionales.","18.00","5331","24","1"
"21148",1,"ENTREGADO","Sin cebolla, por favor.","22.00","5331","3","1"
"21149",3,"ENTREGADO","Plato para compartir.","93.00","5331","16","1"
"21150",2,"ENTREGADO","No incluir pan.","56.00","5331","1","1"
"21151",1,"ENTREGADO","Usar queso sin lactosa.","24.00","5332","6","1"
"21152",1,"ENTREGADO","Servir bien caliente.","25.00","5332","2","1"
"21153",3,"ENTREGADO","Sin cebolla, por favor.","72.00","5333","6","1"
"21154",1,"ENTREGADO","Entrega rápida.","36.00","5333","12","1"
"21155",3,"ENTREGADO","Servir en dos platos.","90.00","5334","15","1"
"21156",1,"ENTREGADO","Poco picante.","28.00","5334","1","1"
"21157",1,"ENTREGADO","No incluir pan.","40.00","5335","14","1"
"21158",1,"ENTREGADO","No incluir pan.","28.00","5335","1","1"
"21159",1,"ENTREGADO","No añadir mayonesa.","40.00","5335","14","1"
"21160",1,"ENTREGADO","Servir en dos platos.","35.00","5336","10","1"
"21161",1,"ENTREGADO","No añadir mayonesa.","26.00","5336","11","1"
"21162",1,"ENTREGADO","Cocinar bien la carne.","21.00","5336","4","1"
"21163",1,"ENTREGADO","","21.00","5336","4","1"
"21164",2,"ENTREGADO","Evitar ingredientes crudos.","70.00","5336","10","1"
"21165",1,"ENTREGADO","Sin cebolla, por favor.","30.00","5337","15","1"
"21166",3,"ENTREGADO","Entrega rápida.","72.00","5337","6","1"
"21167",2,"ENTREGADO","Agregar cubiertos adicionales.","62.00","5337","16","1"
"21168",1,"ENTREGADO","Servir en dos platos.","25.00","5337","2","1"
"21169",2,"ENTREGADO","Sin aderezo.","44.00","5338","9","1"
"21170",2,"ENTREGADO","Agregar cubiertos adicionales.","48.00","5338","6","1"
"21171",1,"ENTREGADO","Preparar como la vez pasada.","31.00","5338","16","1"
"21172",1,"ENTREGADO","Servir en dos platos.","24.00","5338","6","1"
"21173",3,"ENTREGADO","No añadir mayonesa.","54.00","5338","21","1"
"21174",1,"ENTREGADO","Servir bien caliente.","32.00","5338","7","1"
"21175",2,"ENTREGADO","Evitar ingredientes crudos.","48.00","5339","6","1"
"21176",1,"ENTREGADO","No incluir pan.","35.00","5339","10","1"
"21177",2,"ENTREGADO","Cocinar bien la carne.","50.00","5339","2","1"
"21178",1,"ENTREGADO","Preparar como la vez pasada.","22.00","5339","3","1"
"21179",4,"ENTREGADO","Poco picante.","84.00","5340","4","1"
"21180",1,"ENTREGADO","Sin cebolla, por favor.","28.00","5340","1","1"
"21181",3,"ENTREGADO","Cocinar bien la carne.","60.00","5340","5","1"
"21182",3,"ENTREGADO","Preparar como la vez pasada.","84.00","5340","1","1"
"21183",2,"ENTREGADO","Sin cebolla, por favor.","46.00","5340","8","1"
"21184",2,"ENTREGADO","Poco picante.","58.00","5341","18","1"
"21185",1,"ENTREGADO","Sin cebolla, por favor.","8.00","5341","22","1"
"21186",1,"ENTREGADO","Dividir el plato.","26.00","5341","11","1"
"21187",1,"ENTREGADO","Dividir el plato.","34.00","5341","13","1"
"21188",1,"ENTREGADO","","40.00","5341","14","1"
"21189",1,"ENTREGADO","No añadir mayonesa.","23.00","5341","8","1"
"21190",2,"ENTREGADO","No añadir mayonesa.","58.00","5342","18","1"
"21191",2,"ENTREGADO","Con limón aparte.","44.00","5342","3","1"
"21192",1,"ENTREGADO","Sin aderezo.","33.00","5342","17","1"
"21193",1,"ENTREGADO","Plato para compartir.","21.00","5342","4","1"
"21194",3,"ENTREGADO","Poco picante.","105.00","5342","10","1"
"21195",1,"ENTREGADO","Cocinar bien la carne.","38.00","5343","20","1"
"21196",1,"ENTREGADO","Agregar cubiertos adicionales.","22.00","5343","3","1"
"21197",1,"ENTREGADO","Sin cebolla, por favor.","29.00","5343","18","1"
"21198",2,"ENTREGADO","Entrega rápida.","80.00","5343","14","1"
"21199",2,"ENTREGADO","Con limón aparte.","80.00","5343","14","1"
"21200",1,"ENTREGADO","","25.00","5343","2","1"
"21201",1,"ENTREGADO","Sin cebolla, por favor.","18.00","5344","21","1"
"21202",1,"ENTREGADO","Con limón aparte.","32.00","5344","7","1"
"21203",2,"ENTREGADO","Agregar salsa extra.","44.00","5344","9","1"
"21204",1,"ENTREGADO","Sin aderezo.","20.00","5344","5","1"
"21205",1,"ENTREGADO","Poco picante.","20.00","5344","5","1"
"21206",1,"ENTREGADO","Agregar cubiertos adicionales.","26.00","5344","11","1"
"21207",1,"ENTREGADO","No incluir pan.","22.00","5345","3","1"
"21208",2,"ENTREGADO","Plato para compartir.","56.00","5345","1","1"
"21209",3,"ENTREGADO","Cocinar bien la carne.","63.00","5345","4","1"
"21210",2,"ENTREGADO","Cocinar bien la carne.","12.00","5345","24","1"
"21211",2,"ENTREGADO","","14.00","5345","23","1"
"21212",2,"ENTREGADO","Con limón aparte.","44.00","5345","9","1"
"21213",1,"ENTREGADO","Cocinar bien la carne.","29.00","5346","18","1"
"21214",2,"ENTREGADO","Sin aderezo.","50.00","5346","2","1"
"21215",1,"ENTREGADO","Servir en dos platos.","22.00","5346","3","1"
"21216",3,"ENTREGADO","Servir en dos platos.","66.00","5346","9","1"
"21217",1,"ENTREGADO","No añadir mayonesa.","24.00","5346","6","1"
"21218",2,"ENTREGADO","Usar queso sin lactosa.","52.00","5346","11","1"
"21219",1,"ENTREGADO","No incluir pan.","35.00","5347","10","1"
"21220",1,"ENTREGADO","Entrega rápida.","29.00","5347","18","1"
"21221",1,"ENTREGADO","Sin cebolla, por favor.","18.00","5347","21","1"
"21222",2,"ENTREGADO","Evitar ingredientes crudos.","50.00","5348","2","1"
"21223",3,"ENTREGADO","No incluir pan.","72.00","5348","6","1"
"21224",2,"ENTREGADO","Cocinar bien la carne.","44.00","5348","9","1"
"21225",1,"ENTREGADO","Evitar ingredientes crudos.","33.00","5348","17","1"
"21226",2,"ENTREGADO","Plato para compartir.","50.00","5348","2","1"
"21227",2,"ENTREGADO","","60.00","5349","15","1"
"21228",4,"ENTREGADO","Usar queso sin lactosa.","80.00","5349","5","1"
"21229",2,"ENTREGADO","Dividir el plato.","42.00","5349","4","1"
"21230",2,"ENTREGADO","Poco picante.","48.00","5349","6","1"
"21231",4,"ENTREGADO","Sin aderezo.","132.00","5349","17","1"
"21232",1,"ENTREGADO","Entrega rápida.","34.00","5349","13","1"
"21233",1,"ENTREGADO","Servir en dos platos.","21.00","5350","4","1"
"21234",1,"ENTREGADO","Plato para compartir.","33.00","5350","17","1"
"21235",2,"ENTREGADO","Agregar cubiertos adicionales.","72.00","5350","12","1"
"21236",1,"ENTREGADO","Entrega rápida.","31.00","5351","16","1"
"21237",1,"ENTREGADO","Evitar ingredientes crudos.","35.00","5351","10","1"
"21238",3,"ENTREGADO","Sin aderezo.","72.00","5351","6","1"
"21239",4,"ENTREGADO","Servir bien caliente.","84.00","5351","4","1"
"21240",1,"ENTREGADO","Usar queso sin lactosa.","29.00","5351","18","1"
"21241",2,"ENTREGADO","Preparar como la vez pasada.","68.00","5351","13","1"
"21242",3,"ENTREGADO","Evitar ingredientes crudos.","90.00","5352","15","1"
"21243",1,"ENTREGADO","Agregar salsa extra.","38.00","5352","20","1"
"21244",2,"ENTREGADO","Servir bien caliente.","70.00","5353","19","1"
"21245",1,"ENTREGADO","Preparar como la vez pasada.","40.00","5353","14","1"
"21246",1,"ENTREGADO","Preparar como la vez pasada.","23.00","5353","8","1"
"21247",1,"ENTREGADO","Preparar como la vez pasada.","38.00","5354","20","1"
"21248",1,"ENTREGADO","Entrega rápida.","28.00","5354","1","1"
"21249",1,"ENTREGADO","Plato para compartir.","21.00","5354","4","1"
"21250",1,"ENTREGADO","Preparar como la vez pasada.","20.00","5354","5","1"
"21251",1,"ENTREGADO","Sin aderezo.","22.00","5354","3","1"
"21252",2,"ENTREGADO","Usar queso sin lactosa.","36.00","5355","25","1"
"21253",2,"ENTREGADO","Usar queso sin lactosa.","50.00","5355","2","1"
"21254",1,"ENTREGADO","Poco picante.","18.00","5356","21","1"
"21255",4,"ENTREGADO","Agregar cubiertos adicionales.","32.00","5356","22","1"
"21256",1,"ENTREGADO","Entrega rápida.","24.00","5356","6","1"
"21257",2,"ENTREGADO","Evitar ingredientes crudos.","16.00","5357","22","1"
"21258",1,"ENTREGADO","No incluir pan.","24.00","5357","6","1"
"21259",1,"ENTREGADO","Agregar salsa extra.","35.00","5357","10","1"
"21260",1,"ENTREGADO","","25.00","5358","2","1"
"21261",1,"ENTREGADO","Servir bien caliente.","23.00","5358","8","1"
"21262",2,"ENTREGADO","","44.00","5358","9","1"
"21263",3,"ENTREGADO","Agregar cubiertos adicionales.","21.00","5358","23","1"
"21264",4,"ENTREGADO","No añadir mayonesa.","132.00","5358","17","1"
"21265",1,"ENTREGADO","Servir bien caliente.","20.00","5359","5","1"
"21266",1,"ENTREGADO","Preparar como la vez pasada.","35.00","5359","10","1"
"21267",3,"ENTREGADO","Servir bien caliente.","69.00","5360","8","1"
"21268",1,"ENTREGADO","Evitar ingredientes crudos.","20.00","5360","5","1"
"21269",1,"ENTREGADO","Usar queso sin lactosa.","30.00","5360","15","1"
"21270",1,"ENTREGADO","Sin cebolla, por favor.","22.00","5361","3","1"
"21271",1,"ENTREGADO","Agregar cubiertos adicionales.","35.00","5361","19","1"
"21272",1,"ENTREGADO","Servir en dos platos.","36.00","5362","12","1"
"21273",2,"ENTREGADO","Plato para compartir.","50.00","5362","2","1"
"21274",1,"ENTREGADO","Sin aderezo.","29.00","5362","18","1"
"21275",1,"ENTREGADO","Sin cebolla, por favor.","40.00","5362","14","1"
"21276",1,"ENTREGADO","Cocinar bien la carne.","33.00","5363","17","1"
"21277",3,"ENTREGADO","Sin cebolla, por favor.","60.00","5363","5","1"
"21278",2,"ENTREGADO","Sin aderezo.","52.00","5364","11","1"
"21279",1,"ENTREGADO","Servir en dos platos.","32.00","5364","7","1"
"21280",1,"ENTREGADO","","25.00","5364","2","1"
"21281",3,"ENTREGADO","Evitar ingredientes crudos.","84.00","5364","1","1"
"21282",2,"ENTREGADO","Servir bien caliente.","16.00","5364","22","1"
"21283",1,"ENTREGADO","Poco picante.","33.00","5365","17","1"
"21284",1,"ENTREGADO","Evitar ingredientes crudos.","35.00","5365","10","1"
"21285",2,"ENTREGADO","Entrega rápida.","46.00","5365","8","1"
"21286",1,"ENTREGADO","Usar queso sin lactosa.","35.00","5366","10","1"
"21287",1,"ENTREGADO","No incluir pan.","28.00","5366","1","1"
"21288",1,"ENTREGADO","Sin aderezo.","21.00","5366","4","1"
"21289",2,"ENTREGADO","","40.00","5366","5","1"
"21290",4,"ENTREGADO","Agregar salsa extra.","80.00","5366","5","1"
"21291",1,"ENTREGADO","Entrega rápida.","20.00","5367","5","1"
"21292",4,"ENTREGADO","Cocinar bien la carne.","112.00","5367","1","1"
"21293",2,"ENTREGADO","No añadir mayonesa.","70.00","5367","19","1"
"21294",1,"ENTREGADO","Agregar cubiertos adicionales.","8.00","5368","22","1"
"21295",1,"ENTREGADO","Usar queso sin lactosa.","22.00","5368","3","1"
"21296",1,"ENTREGADO","Sin aderezo.","28.00","5368","1","1"
"21297",1,"ENTREGADO","Servir en dos platos.","30.00","5368","15","1"
"21298",1,"ENTREGADO","Cocinar bien la carne.","20.00","5368","27","1"
"21299",1,"ENTREGADO","Servir bien caliente.","25.00","5369","2","1"
"21300",2,"ENTREGADO","Servir en dos platos.","62.00","5369","16","1"
"21301",3,"ENTREGADO","Servir en dos platos.","105.00","5369","19","1"
"21302",2,"ENTREGADO","Servir en dos platos.","12.00","5370","24","1"
"21303",2,"ENTREGADO","Servir bien caliente.","70.00","5370","19","1"
"21304",1,"ENTREGADO","Agregar cubiertos adicionales.","18.00","5370","21","1"
"21305",3,"ENTREGADO","Dividir el plato.","60.00","5370","5","1"
"21306",3,"ENTREGADO","Servir bien caliente.","99.00","5371","17","1"
"21307",2,"ENTREGADO","Poco picante.","50.00","5371","2","1"
"21308",1,"ENTREGADO","Sin aderezo.","29.00","5372","18","1"
"21309",1,"ENTREGADO","Evitar ingredientes crudos.","29.00","5372","18","1"
"21310",2,"ENTREGADO","Agregar cubiertos adicionales.","50.00","5372","2","1"
"21311",2,"ENTREGADO","Cocinar bien la carne.","60.00","5372","15","1"
"21312",2,"ENTREGADO","Con limón aparte.","66.00","5372","17","1"
"21313",1,"ENTREGADO","Entrega rápida.","36.00","5373","12","1"
"21314",2,"ENTREGADO","Poco picante.","50.00","5373","2","1"
"21315",1,"ENTREGADO","","7.00","5374","23","1"
"21316",3,"ENTREGADO","Preparar como la vez pasada.","66.00","5374","3","1"
"21317",4,"ENTREGADO","Dividir el plato.","128.00","5374","7","1"
"21318",2,"ENTREGADO","Agregar cubiertos adicionales.","44.00","5374","3","1"
"21319",1,"ENTREGADO","Con limón aparte.","24.00","5374","6","1"
"21320",1,"ENTREGADO","Preparar como la vez pasada.","38.00","5374","20","1"
"21321",1,"ENTREGADO","Servir en dos platos.","21.00","5375","4","1"
"21322",2,"ENTREGADO","No incluir pan.","40.00","5375","5","1"
"21323",2,"ENTREGADO","Agregar cubiertos adicionales.","40.00","5375","27","1"
"21324",1,"ENTREGADO","Plato para compartir.","40.00","5376","14","1"
"21325",1,"ENTREGADO","Evitar ingredientes crudos.","36.00","5376","12","1"
"21326",1,"ENTREGADO","No añadir mayonesa.","29.00","5376","18","1"
"21327",2,"ENTREGADO","Agregar cubiertos adicionales.","48.00","5377","6","1"
"21328",2,"ENTREGADO","Poco picante.","56.00","5377","1","1"
"21329",2,"ENTREGADO","Poco picante.","42.00","5377","4","1"
"21330",1,"ENTREGADO","Plato para compartir.","33.00","5377","17","1"
"21331",1,"ENTREGADO","","31.00","5377","16","1"
"21332",1,"ENTREGADO","Sin aderezo.","22.00","5378","3","1"
"21333",1,"ENTREGADO","Entrega rápida.","25.00","5378","2","1"
"21334",1,"ENTREGADO","Entrega rápida.","33.00","5379","17","1"
"21335",2,"ENTREGADO","Sin cebolla, por favor.","56.00","5379","1","1"
"21336",1,"ENTREGADO","Plato para compartir.","38.00","5380","20","1"
"21337",2,"ENTREGADO","Servir bien caliente.","56.00","5380","1","1"
"21338",1,"ENTREGADO","Preparar como la vez pasada.","40.00","5380","14","1"
"21339",2,"ENTREGADO","Servir en dos platos.","56.00","5380","1","1"
"21340",1,"ENTREGADO","Preparar como la vez pasada.","32.00","5380","7","1"
"21341",4,"ENTREGADO","Servir bien caliente.","68.00","5380","26","1"
"21342",2,"ENTREGADO","Usar queso sin lactosa.","42.00","5381","4","1"
"21343",1,"ENTREGADO","Agregar salsa extra.","22.00","5381","3","1"
"21344",1,"ENTREGADO","Plato para compartir.","23.00","5381","8","1"
"21345",2,"ENTREGADO","Sin cebolla, por favor.","48.00","5381","6","1"
"21346",2,"ENTREGADO","Preparar como la vez pasada.","64.00","5381","7","1"
"21347",2,"ENTREGADO","Sin aderezo.","44.00","5381","9","1"
"21348",1,"ENTREGADO","No añadir mayonesa.","22.00","5382","9","1"
"21349",1,"ENTREGADO","Servir en dos platos.","26.00","5382","11","1"
"21350",1,"ENTREGADO","","20.00","5382","5","1"
"21351",1,"ENTREGADO","No añadir mayonesa.","34.00","5382","13","1"
"21352",2,"ENTREGADO","Poco picante.","46.00","5382","8","1"
"21353",2,"ENTREGADO","","56.00","5383","1","1"
"21354",1,"ENTREGADO","Plato para compartir.","34.00","5383","13","1"
"21355",3,"ENTREGADO","Servir en dos platos.","75.00","5383","2","1"
"21356",1,"ENTREGADO","Servir bien caliente.","30.00","5383","15","1"
"21357",1,"ENTREGADO","Dividir el plato.","22.00","5384","3","1"
"21358",3,"ENTREGADO","No añadir mayonesa.","99.00","5384","17","1"
"21359",1,"ENTREGADO","Sin cebolla, por favor.","40.00","5385","14","1"
"21360",1,"ENTREGADO","Con limón aparte.","23.00","5385","8","1"
"21361",1,"ENTREGADO","Servir bien caliente.","20.00","5386","5","1"
"21362",1,"ENTREGADO","No añadir mayonesa.","22.00","5386","3","1"
"21363",2,"ENTREGADO","Usar queso sin lactosa.","60.00","5387","15","1"
