"pedido_id","estado","fecha_hora","notas","total","tenant_id","cuenta_mesa_id"
"4177",True,"2023-07-03 23:05:06.092737","Plato para compartir.","203","1","3515"
"4178",True,"2024-03-29 13:15:20.278234","No añadir mayonesa.","221","1","3516"
"4179",True,"2025-01-17 15:06:22.732998","Agregar salsa extra.","49","1","3517"
"4180",True,"2024-11-08 13:54:46.804701","Agregar cubiertos adicionales.","151","1","3518"
"4181",True,"2023-11-10 23:16:30.423254","Poco picante.","235","1","3519"
"4182",True,"2024-10-11 15:18:44.301621","Preparar como la vez pasada.","139","1","3520"
"4183",True,"2024-03-29 13:00:13.830667","Dividir el plato.","248","1","3521"
"4184",True,"2024-03-29 12:58:50.860519","Sin aderezo.","266","1","3521"
"4185",True,"2024-08-06 20:45:01.083782","Sin cebolla, por favor.","123","1","3522"
"4186",True,"2024-05-24 20:16:34.637697","Evitar ingredientes crudos.","169","1","3523"
"4187",True,"2023-08-18 13:15:25.724088","Plato para compartir.","290","1","3524"
"4188",True,"2025-06-02 00:00:00","Servir bien caliente.","266","1","3525"
"4189",True,"2023-12-11 22:13:01.970636","Dividir el plato.","116","1","3526"
"4190",True,"2023-06-30 15:44:52.487128","Con limón aparte.","140","1","3527"
"4191",True,"2025-05-04 14:00:26.695112","","32","1","3528"
"4192",True,"2023-09-20 13:24:23.015209","No incluir pan.","78","1","3529"
"4193",True,"2023-09-20 13:48:34.817384","","176","1","3529"
"4194",True,"2024-12-27 13:30:13.175029","No incluir pan.","357","1","3530"
"4195",True,"2024-12-27 13:34:03.582633","Sin aderezo.","159","1","3530"
"4196",True,"2024-03-29 22:22:58.846557","Entrega rápida.","129","1","3531"
"4197",True,"2024-12-10 19:21:04.432147","Evitar ingredientes crudos.","309","1","3532"
"4198",True,"2024-12-10 20:07:43.805776","Sin aderezo.","170","1","3532"
"4199",True,"2025-05-09 22:02:18.446855","Cocinar bien la carne.","42","1","3533"
"4200",True,"2025-02-26 20:14:36.268379","Preparar como la vez pasada.","95","1","3534"
"4201",True,"2024-02-02 13:35:46.770946","Dividir el plato.","84","1","3535"
"4202",True,"2023-10-28 13:06:51.560221","Dividir el plato.","263","1","3536"
"4203",True,"2024-08-02 20:55:37.395526","","172","1","3537"
"4204",True,"2024-07-12 13:09:25.080908","Dividir el plato.","169","1","3538"
"4205",True,"2025-01-10 12:40:11.603432","Preparar como la vez pasada.","204","1","3539"
"4206",True,"2024-08-08 14:24:05.103398","Agregar salsa extra.","299","1","3540"
"4207",True,"2023-08-11 13:09:45.782592","Agregar cubiertos adicionales.","282","1","3541"
"4208",True,"2023-08-11 13:36:16.254365","Entrega rápida.","136","1","3541"
"4209",True,"2024-06-21 14:41:24.360102","","67","1","3542"
"4210",True,"2025-05-28 15:17:08.588919","","84","1","3543"
"4211",True,"2024-07-28 20:27:41.320793","Agregar salsa extra.","106","1","3544"
"4212",True,"2025-04-25 15:51:00.337582","Cocinar bien la carne.","56","1","3545"
"4213",True,"2025-04-25 14:53:49.62096","Servir bien caliente.","206","1","3545"
"4214",True,"2023-07-07 13:56:38.686526","","113","1","3546"
"4215",True,"2023-11-02 20:56:16.267073","Usar queso sin lactosa.","129","1","3547"
"4216",True,"2023-11-02 21:27:12.597852","Agregar cubiertos adicionales.","199","1","3547"
"4217",True,"2025-05-09 22:12:51.103305","Entrega rápida.","85","1","3548"
"4218",True,"2025-06-02 00:00:00","Plato para compartir.","289","1","3549"
"4219",True,"2025-02-14 14:59:25.185736","No incluir pan.","179","1","3550"
"4220",True,"2025-02-14 15:11:41.760069","Evitar ingredientes crudos.","142","1","3550"
"4221",True,"2023-06-23 22:11:56.549531","Poco picante.","365","1","3551"
"4222",True,"2023-07-07 21:01:52.761927","Agregar salsa extra.","142","1","3552"
"4223",True,"2024-04-09 15:02:27.388842","","149","1","3553"
"4224",True,"2024-12-29 21:49:00.520412","Poco picante.","239","1","3554"
"4225",True,"2023-07-13 13:36:34.894166","Evitar ingredientes crudos.","137","1","3555"
"4226",True,"2025-06-02 00:00:00","Preparar como la vez pasada.","86","1","3556"
"4227",True,"2024-08-02 22:48:58.161306","Usar queso sin lactosa.","204","1","3557"
"4228",True,"2024-11-09 22:46:05.831509","Evitar ingredientes crudos.","138","1","3558"
"4229",True,"2024-12-22 21:49:59.715428","Usar queso sin lactosa.","96","1","3559"
"4230",True,"2023-08-17 16:36:44.069268","Usar queso sin lactosa.","96","1","3560"
"4231",True,"2024-12-27 14:11:43.237239","Entrega rápida.","162","1","3561"
"4232",True,"2024-04-17 20:24:23.808581","Entrega rápida.","126","1","3562"
"4233",True,"2025-06-02 00:00:00","Cocinar bien la carne.","111","1","3563"
"4234",True,"2024-07-30 23:34:27.002893","Plato para compartir.","184","1","3564"
"4235",True,"2024-07-30 23:38:03.284828","Usar queso sin lactosa.","157","1","3564"
"4236",True,"2023-08-07 19:28:07.04437","No incluir pan.","124","1","3565"
"4237",True,"2024-08-13 13:06:54.964872","Cocinar bien la carne.","79","1","3566"
"4238",True,"2023-09-15 14:49:03.284096","Usar queso sin lactosa.","356","1","3567"
"4239",True,"2024-10-18 22:34:30.994605","Sin aderezo.","102","1","3568"
"4240",True,"2025-05-30 23:11:34.873659","Servir en dos platos.","287","1","3569"
"4241",True,"2023-08-04 13:01:35.642907","Agregar salsa extra.","240","1","3570"
"4242",True,"2023-11-10 21:32:43.10161","Servir en dos platos.","72","1","3571"
"4243",True,"2024-07-26 12:49:23.333666","Usar queso sin lactosa.","139","1","3572"
"4244",True,"2024-06-05 22:16:18.303239","Sin cebolla, por favor.","125","1","3573"
"4245",True,"2024-07-26 22:26:47.243905","Evitar ingredientes crudos.","179","1","3574"
"4246",True,"2023-12-12 15:07:05.571933","Sin cebolla, por favor.","192","1","3575"
"4247",True,"2023-12-12 14:23:31.578243","Preparar como la vez pasada.","49","1","3575"
"4248",True,"2023-12-12 13:45:48.201021","No incluir pan.","75","1","3575"
"4249",True,"2024-02-09 20:48:50.480132","Cocinar bien la carne.","386","1","3576"
"4250",True,"2023-11-17 21:57:06.675564","Poco picante.","287","1","3577"
"4251",True,"2024-03-08 23:15:03.659837","Agregar cubiertos adicionales.","125","1","3578"
"4252",True,"2024-07-25 20:20:01.41694","Usar queso sin lactosa.","150","1","3579"
"4253",True,"2024-05-17 20:58:57.222753","No añadir mayonesa.","195","1","3580"
"4254",True,"2024-11-01 14:56:28.610763","Dividir el plato.","139","1","3581"
"4255",True,"2024-05-08 12:26:45.207919","Agregar salsa extra.","311","1","3582"
"4256",True,"2024-05-08 13:29:17.428795","Servir bien caliente.","218","1","3582"
"4257",True,"2024-05-08 13:12:00.208044","Con limón aparte.","183","1","3582"
"4258",True,"2023-10-08 15:15:49.927866","Evitar ingredientes crudos.","230","1","3583"
"4259",True,"2024-02-09 14:54:53.787551","Entrega rápida.","106","1","3584"
"4260",True,"2024-12-28 15:19:01.055544","Sin cebolla, por favor.","80","1","3585"
"4261",True,"2024-06-14 20:50:02.741866","Servir bien caliente.","108","1","3586"
"4262",True,"2024-01-05 22:28:34.088583","Sin aderezo.","96","1","3587"
"4263",True,"2024-01-05 21:36:21.659898","Sin cebolla, por favor.","153","1","3587"
"4264",True,"2024-12-10 16:06:45.487337","Dividir el plato.","320","1","3588"
"4265",True,"2024-09-20 14:37:43.16533","Servir bien caliente.","98","1","3589"
"4266",True,"2023-07-14 21:25:08.849269","Agregar cubiertos adicionales.","306","1","3590"
"4267",True,"2023-07-25 14:48:02.530942","Preparar como la vez pasada.","86","1","3591"
"4268",True,"2023-07-25 14:56:53.728662","Agregar cubiertos adicionales.","192","1","3591"
"4269",True,"2023-07-25 14:18:17.315088","Sin cebolla, por favor.","100","1","3591"
"4270",True,"2025-05-02 21:47:37.869369","Dividir el plato.","245","1","3592"
"4271",True,"2025-05-02 20:42:53.426786","No añadir mayonesa.","299","1","3592"
"4272",True,"2025-03-28 12:33:27.380767","Dividir el plato.","120","1","3593"
"4273",True,"2025-03-28 12:44:02.16139","Cocinar bien la carne.","203","1","3593"
"4274",True,"2025-05-05 21:11:14.976378","Usar queso sin lactosa.","120","1","3594"
"4275",True,"2025-05-30 21:09:19.839939","Servir bien caliente.","200","1","3595"
"4276",True,"2024-08-18 13:19:17.889455","Servir bien caliente.","107","1","3596"
"4277",True,"2024-11-22 15:31:30.301089","Evitar ingredientes crudos.","223","1","3597"
"4278",True,"2024-01-14 20:53:25.785044","No añadir mayonesa.","311","1","3598"
"4279",True,"2025-04-25 12:32:38.567139","Preparar como la vez pasada.","259","1","3599"
"4280",True,"2024-05-20 23:23:52.912033","Servir bien caliente.","355","1","3600"
"4281",True,"2024-08-19 20:55:17.699559","Usar queso sin lactosa.","338","1","3601"
"4282",True,"2024-08-19 22:03:15.763463","Servir bien caliente.","269","1","3601"
"4283",True,"2024-01-16 21:43:12.764809","Entrega rápida.","61","1","3602"
"4284",True,"2024-02-09 22:44:06.352404","Cocinar bien la carne.","172","1","3603"
"4285",True,"2023-12-08 20:09:59.728069","Plato para compartir.","140","1","3604"
"4286",True,"2024-02-04 15:25:38.001539","Plato para compartir.","75","1","3605"
"4287",True,"2025-06-02 00:00:00","Con limón aparte.","346","1","3606"
"4288",True,"2023-12-22 20:06:47.204654","Con limón aparte.","182","1","3607"
"4289",True,"2024-09-22 20:03:27.706358","Sin cebolla, por favor.","345","1","3608"
"4290",True,"2024-09-22 20:47:14.310383","Entrega rápida.","330","1","3608"
"4291",True,"2025-06-02 00:00:00","Sin aderezo.","404","1","3609"
"4292",True,"2025-01-03 21:08:41.5079","Servir bien caliente.","66","1","3610"
"4293",True,"2023-07-06 21:27:26.140517","Evitar ingredientes crudos.","339","1","3611"
"4294",True,"2023-12-31 20:01:01.192524","Usar queso sin lactosa.","293","1","3612"
"4295",True,"2025-04-18 17:02:46.909117","Plato para compartir.","114","1","3613"
"4296",True,"2025-02-22 19:36:01.150163","Con limón aparte.","201","1","3614"
"4297",True,"2023-06-16 14:06:34.390442","Sin aderezo.","219","1","3615"
"4298",True,"2024-02-18 22:04:00.841785","Servir en dos platos.","307","1","3616"
"4299",True,"2025-05-30 22:16:01.678795","No añadir mayonesa.","152","1","3617"
"4300",True,"2024-12-20 15:58:01.445564","Entrega rápida.","329","1","3618"
"4301",True,"2024-08-30 15:00:12.235365","Dividir el plato.","225","1","3619"
"4302",True,"2024-08-01 13:05:14.27269","Preparar como la vez pasada.","99","1","3620"
"4303",True,"2024-03-15 21:49:09.515454","Dividir el plato.","168","1","3621"
"4304",True,"2024-11-29 12:51:42.670066","Usar queso sin lactosa.","61","1","3622"
"4305",True,"2024-11-29 12:53:43.843055","Cocinar bien la carne.","52","1","3622"
"4306",True,"2024-12-01 13:02:07.423671","Sin aderezo.","359","1","3623"
"4307",True,"2023-06-02 12:47:21.81417","Con limón aparte.","264","1","3624"
"4308",True,"2025-01-24 13:09:21.138347","No incluir pan.","231","1","3625"
"4309",True,"2025-01-10 15:44:25.742923","Sin aderezo.","153","1","3626"
"4310",True,"2025-03-21 13:43:12.500465","No incluir pan.","344","1","3627"
"4311",True,"2024-12-12 21:59:11.889037","Preparar como la vez pasada.","218","1","3628"
"4312",True,"2024-11-15 13:25:48.67862","No incluir pan.","128","1","3629"
"4313",True,"2024-11-15 12:43:47.259045","Agregar cubiertos adicionales.","92","1","3629"
"4314",True,"2024-11-15 12:49:19.226658","Entrega rápida.","136","1","3630"
"4315",True,"2023-08-06 21:13:06.14142","","106","1","3631"
"4316",True,"2025-02-07 20:08:37.95584","No añadir mayonesa.","209","1","3632"
"4317",True,"2024-12-17 21:23:13.688525","Sin cebolla, por favor.","342","1","3633"
"4318",True,"2024-11-01 12:40:52.93673","Entrega rápida.","408","1","3634"
"4319",True,"2025-02-02 22:17:33.763841","Plato para compartir.","331","1","3635"
"4320",True,"2023-06-23 13:57:24.531013","Preparar como la vez pasada.","81","1","3636"
"4321",True,"2023-08-17 16:39:02.886928","No incluir pan.","63","1","3637"
"4322",True,"2024-01-12 20:54:38.044268","Entrega rápida.","185","1","3638"
"4323",True,"2024-02-23 12:37:21.051098","Servir en dos platos.","113","1","3639"
"4324",True,"2023-10-14 13:24:20.708967","Entrega rápida.","274","1","3640"
"4325",True,"2024-07-26 13:43:03.432968","Preparar como la vez pasada.","276","1","3641"
"4326",True,"2023-12-04 22:40:15.737403","Dividir el plato.","246","1","3642"
"4327",True,"2023-12-22 23:12:45.381451","Agregar cubiertos adicionales.","158","1","3643"
"4328",True,"2023-08-04 13:36:11.030549","Sin aderezo.","94","1","3644"
"4329",True,"2023-06-22 21:50:30.176923","No incluir pan.","164","1","3645"
"4330",True,"2024-07-07 14:26:02.547158","","124","1","3646"
"4331",True,"2024-07-20 23:44:11.078099","No incluir pan.","270","1","3647"
"4332",True,"2023-07-15 22:49:47.376178","","224","1","3648"
"4333",True,"2024-03-08 15:11:45.949333","Cocinar bien la carne.","198","1","3649"
"4334",True,"2024-03-08 16:26:16.084788","Cocinar bien la carne.","171","1","3649"
"4335",True,"2024-11-01 22:03:52.3459","Plato para compartir.","221","1","3650"
"4336",True,"2025-01-07 14:13:07.392574","Sin aderezo.","265","1","3651"
"4337",True,"2024-03-25 22:14:36.188582","Agregar cubiertos adicionales.","149","1","3652"
"4338",True,"2024-09-13 14:21:52.391567","Cocinar bien la carne.","75","1","3653"
"4339",True,"2024-09-13 13:41:39.28427","Agregar cubiertos adicionales.","216","1","3653"
"4340",True,"2024-03-22 22:34:17.354682","Dividir el plato.","95","1","3654"
"4341",True,"2024-03-22 21:31:39.225919","Dividir el plato.","217","1","3654"
"4342",True,"2024-03-22 22:35:50.559238","No añadir mayonesa.","101","1","3654"
"4343",True,"2024-11-15 16:42:44.110766","Sin aderezo.","96","1","3655"
"4344",True,"2023-10-03 21:43:17.163097","Sin cebolla, por favor.","217","1","3656"
"4345",True,"2024-03-04 21:49:33.125189","Agregar cubiertos adicionales.","110","1","3657"
"4346",True,"2024-08-08 21:10:21.402419","No incluir pan.","399","1","3658"
"4347",True,"2023-07-21 20:22:45.808163","Evitar ingredientes crudos.","97","1","3659"
"4348",True,"2024-07-08 14:52:42.287214","Usar queso sin lactosa.","73","1","3660"
"4349",True,"2024-07-08 16:41:27.574645","Servir en dos platos.","49","1","3660"
"4350",True,"2024-11-18 19:58:01.346836","Servir bien caliente.","268","1","3661"
"4351",True,"2024-08-14 22:43:41.963996","No incluir pan.","227","1","3662"
"4352",True,"2024-11-15 12:26:20.385064","No añadir mayonesa.","219","1","3663"
"4353",True,"2025-06-02 00:00:00","Usar queso sin lactosa.","45","1","3664"
"4354",True,"2024-07-21 15:22:35.931922","Evitar ingredientes crudos.","252","1","3665"
"4355",True,"2024-12-04 15:12:46.748971","No incluir pan.","291","1","3666"
"4356",True,"2024-10-11 22:30:26.208489","Entrega rápida.","200","1","3667"
"4357",True,"2024-08-12 13:05:24.133657","Con limón aparte.","141","1","3668"
"4358",True,"2024-07-01 22:22:51.864576","Evitar ingredientes crudos.","237","1","3669"
"4359",True,"2024-05-19 21:29:48.367479","Usar queso sin lactosa.","94","1","3670"
"4360",True,"2024-06-07 15:38:29.049113","Preparar como la vez pasada.","211","1","3671"
"4361",True,"2025-05-23 20:25:59.896126","No añadir mayonesa.","147","1","3672"
"4362",True,"2025-05-23 20:39:23.129442","Plato para compartir.","115","1","3672"
"4363",True,"2024-04-19 14:37:02.479689","Agregar salsa extra.","360","1","3673"
"4364",True,"2024-11-22 20:08:16.153342","Preparar como la vez pasada.","176","1","3674"
"4365",True,"2024-06-14 14:44:55.682603","Cocinar bien la carne.","295","1","3675"
"4366",True,"2024-10-04 22:38:50.129566","Plato para compartir.","139","1","3676"
"4367",True,"2025-05-25 14:02:47.430328","Sin cebolla, por favor.","184","1","3677"
"4368",True,"2023-08-14 23:20:36.515579","Sin aderezo.","146","1","3678"
"4369",True,"2025-06-02 00:00:00","Servir bien caliente.","206","1","3679"
"4370",True,"2024-01-19 13:08:11.170421","Sin aderezo.","54","1","3680"
"4371",True,"2024-01-19 13:27:54.613321","Evitar ingredientes crudos.","185","1","3680"
"4372",True,"2025-01-27 16:43:53.002964","Agregar cubiertos adicionales.","355","1","3681"
"4373",True,"2025-01-31 12:51:29.642711","Plato para compartir.","315","1","3682"
"4374",True,"2024-02-05 21:03:30.327293","Usar queso sin lactosa.","235","1","3683"
"4375",True,"2023-07-08 22:18:39.286107","Dividir el plato.","302","1","3684"
"4376",True,"2024-12-17 23:35:12.71578","Dividir el plato.","92","1","3685"
"4377",True,"2023-07-26 14:15:13.787387","Poco picante.","104","1","3686"
"4378",True,"2024-01-12 14:41:42.88151","Entrega rápida.","144","1","3687"
"4379",True,"2024-07-05 15:27:12.387391","Servir bien caliente.","71","1","3688"
"4380",True,"2023-07-16 17:15:25.381337","Agregar cubiertos adicionales.","228","1","3689"
"4381",True,"2023-07-16 15:39:05.529601","Con limón aparte.","103","1","3689"
"4382",True,"2023-07-16 15:48:32.117081","Evitar ingredientes crudos.","112","1","3689"
"4383",True,"2024-12-27 22:29:57.317937","Dividir el plato.","194","1","3690"
"4384",True,"2024-07-05 15:24:01.321996","Cocinar bien la carne.","250","1","3691"
"4385",True,"2024-07-05 15:21:53.638824","Evitar ingredientes crudos.","98","1","3691"
"4386",True,"2024-07-05 15:16:13.689573","Poco picante.","193","1","3691"
"4387",True,"2023-11-14 15:30:31.339297","Entrega rápida.","157","1","3692"
"4388",True,"2025-06-02 00:00:00","Entrega rápida.","81","1","3693"
"4389",True,"2024-08-30 14:19:07.920842","Servir en dos platos.","155","1","3694"
"4390",True,"2024-06-04 20:01:47.060869","Cocinar bien la carne.","170","1","3695"
"4391",True,"2024-07-16 14:48:49.446603","","218","1","3696"
"4392",True,"2025-06-02 00:00:00","Con limón aparte.","147","1","3697"
"4393",True,"2025-06-02 00:00:00","Sin aderezo.","118","1","3697"
"4394",True,"2024-11-16 19:49:14.175548","Agregar salsa extra.","222","1","3698"
"4395",True,"2023-07-01 20:55:03.876678","Con limón aparte.","296","1","3699"
"4396",True,"2024-06-21 13:30:28.509662","Entrega rápida.","214","1","3700"
"4397",True,"2024-12-18 22:20:40.176884","Entrega rápida.","107","1","3701"
"4398",True,"2023-09-22 14:48:26.690012","","157","1","3702"
"4399",True,"2024-07-19 19:49:22.693816","","57","1","3703"
"4400",True,"2024-01-01 19:57:46.61384","Con limón aparte.","53","1","3704"
"4401",True,"2024-12-13 14:51:16.689042","Cocinar bien la carne.","163","1","3705"
"4402",True,"2025-02-13 21:21:42.929527","Usar queso sin lactosa.","220","1","3706"
"4403",True,"2023-08-18 14:33:03.098842","Poco picante.","115","1","3707"
"4404",True,"2023-08-18 15:01:09.673827","Agregar salsa extra.","204","1","3707"
"4405",True,"2024-07-28 14:35:31.843741","Usar queso sin lactosa.","309","1","3708"
"4406",True,"2023-09-01 20:51:58.514298","Agregar cubiertos adicionales.","99","1","3709"
"4407",True,"2025-05-22 23:59:29.659982","Cocinar bien la carne.","164","1","3710"
"4408",True,"2024-01-19 21:28:09.836158","Sin aderezo.","193","1","3711"
"4409",True,"2024-07-05 22:28:27.943774","No incluir pan.","62","1","3712"
"4410",True,"2024-09-13 21:18:14.366445","Preparar como la vez pasada.","285","1","3713"
"4411",True,"2024-09-13 22:12:58.016756","Preparar como la vez pasada.","154","1","3713"
"4412",True,"2023-11-11 21:36:16.912504","Servir bien caliente.","206","1","3714"
"4413",True,"2024-06-06 14:42:37.132616","No añadir mayonesa.","179","1","3715"
"4414",True,"2025-05-02 14:41:24.23211","Servir en dos platos.","147","1","3716"
"4415",True,"2025-05-02 14:50:44.718707","Sin aderezo.","264","1","3716"
"4416",True,"2024-08-02 19:33:29.110193","Usar queso sin lactosa.","51","1","3717"
"4417",True,"2024-08-02 21:09:19.832459","","60","1","3717"
"4418",True,"2023-08-11 15:05:18.769624","Poco picante.","249","1","3718"
"4419",True,"2024-10-04 22:44:31.977946","Servir en dos platos.","278","1","3719"
"4420",True,"2024-07-26 12:53:08.915418","No añadir mayonesa.","130","1","3720"
"4421",True,"2025-04-11 15:43:20.78697","Plato para compartir.","126","1","3721"
"4422",True,"2024-11-15 20:11:32.9327","Agregar cubiertos adicionales.","122","1","3722"
"4423",True,"2024-05-24 22:20:45.665408","Servir en dos platos.","284","1","3723"
"4424",True,"2025-03-28 14:53:48.559907","Entrega rápida.","239","1","3724"
"4425",True,"2024-12-25 22:55:49.29975","No añadir mayonesa.","100","1","3725"
"4426",True,"2024-08-07 15:04:18.359042","No incluir pan.","150","1","3726"
"4427",True,"2024-12-21 20:44:26.630506","","204","1","3727"
"4428",True,"2024-02-16 22:24:43.416897","Sin cebolla, por favor.","164","1","3728"
"4429",True,"2024-08-04 12:53:31.875539","No añadir mayonesa.","149","1","3729"
"4430",True,"2025-06-02 00:00:00","Poco picante.","196","1","3730"
"4431",True,"2024-11-29 15:38:08.786869","Servir bien caliente.","74","1","3731"
"4432",True,"2025-03-28 20:16:30.457979","Agregar cubiertos adicionales.","186","1","3732"
"4433",True,"2024-10-11 21:49:33.877414","Poco picante.","367","1","3733"
"4434",True,"2024-10-11 20:37:19.604552","Poco picante.","124","1","3733"
"4435",True,"2025-05-27 14:07:14.068423","Entrega rápida.","277","1","3734"
"4436",True,"2025-05-27 12:17:00.279376","Usar queso sin lactosa.","116","1","3734"
"4437",True,"2024-12-08 14:47:13.229715","Agregar cubiertos adicionales.","271","1","3735"
"4438",True,"2024-10-04 22:16:00.972522","Poco picante.","141","1","3736"
"4439",True,"2023-08-01 21:50:08.023809","Servir bien caliente.","129","1","3737"
"4440",True,"2024-05-17 14:52:37.055443","","182","1","3738"
"4441",True,"2023-12-09 20:50:47.485594","Plato para compartir.","83","1","3739"
"4442",True,"2023-08-28 21:28:06.27421","Preparar como la vez pasada.","96","1","3740"
"4443",True,"2024-02-01 13:33:43.683261","Agregar cubiertos adicionales.","55","1","3741"
"4444",True,"2024-02-16 20:42:27.504642","Dividir el plato.","160","1","3742"
"4445",True,"2024-10-25 13:20:09.960645","Servir en dos platos.","233","1","3743"
"4446",True,"2024-10-25 12:51:27.016512","Con limón aparte.","362","1","3743"
"4447",True,"2023-07-17 21:56:16.393939","Cocinar bien la carne.","134","1","3744"
"4448",True,"2023-07-17 22:09:05.61686","Usar queso sin lactosa.","252","1","3744"
"4449",True,"2023-07-17 22:34:52.535801","Sin aderezo.","181","1","3744"
"4450",True,"2024-10-25 14:19:11.06018","Dividir el plato.","126","1","3745"
"4451",True,"2024-11-07 14:36:31.4331","No incluir pan.","28","1","3746"
"4452",True,"2024-08-18 15:32:37.787521","Sin cebolla, por favor.","259","1","3747"
"4453",True,"2025-06-02 00:00:00","No incluir pan.","92","1","3748"
"4454",True,"2025-04-11 14:20:28.763971","Con limón aparte.","94","1","3749"
"4455",True,"2025-06-02 00:00:00","Agregar salsa extra.","200","1","3750"
"4456",True,"2025-06-02 00:00:00","Servir bien caliente.","96","1","3751"
"4457",True,"2025-06-02 00:00:00","Cocinar bien la carne.","216","1","3752"
"4458",True,"2025-06-02 00:00:00","Sin aderezo.","105","1","3753"
"4459",True,"2024-02-09 15:10:11.031904","Poco picante.","100","1","3754"
"4460",True,"2025-06-02 00:00:00","No incluir pan.","49","1","3755"
"4461",True,"2024-07-01 22:19:12.097061","Plato para compartir.","102","1","3756"
"4462",True,"2024-12-29 13:55:26.078124","Con limón aparte.","122","1","3757"
"4463",True,"2024-11-15 16:05:41.661349","Poco picante.","243","1","3758"
"4464",True,"2023-07-29 21:37:58.250838","No añadir mayonesa.","271","1","3759"
"4465",True,"2024-10-11 21:20:35.976011","Con limón aparte.","224","1","3760"
"4466",True,"2025-06-02 00:00:00","Dividir el plato.","112","1","3761"
"4467",True,"2024-11-10 15:32:03.756345","Cocinar bien la carne.","239","1","3762"
"4468",True,"2024-11-10 15:55:19.563765","Cocinar bien la carne.","101","1","3762"
"4469",True,"2023-12-08 20:12:54.00105","Servir bien caliente.","92","1","3763"
"4470",True,"2023-12-08 20:40:13.334379","Agregar cubiertos adicionales.","49","1","3763"
"4471",True,"2024-05-11 14:58:59.645307","Poco picante.","188","1","3764"
"4472",True,"2024-04-12 21:08:50.865066","Servir en dos platos.","41","1","3765"
"4473",True,"2025-01-21 15:47:42.671011","Usar queso sin lactosa.","93","1","3766"
"4474",True,"2025-06-02 00:00:00","Evitar ingredientes crudos.","122","1","3767"
"4475",True,"2025-02-06 13:45:55.256028","Plato para compartir.","200","1","3768"
"4476",True,"2024-07-02 21:05:04.709469","No añadir mayonesa.","91","1","3769"
"4477",True,"2024-10-18 13:27:29.210115","Servir bien caliente.","80","1","3770"
"4478",True,"2023-10-31 14:20:45.863698","Entrega rápida.","45","1","3771"
"4479",True,"2025-05-30 15:12:59.241495","No añadir mayonesa.","50","1","3772"
"4480",True,"2025-05-30 14:40:52.732903","Preparar como la vez pasada.","220","1","3772"
"4481",True,"2025-05-30 15:07:15.143314","Evitar ingredientes crudos.","193","1","3772"
"4482",True,"2024-09-16 12:50:53.437793","Sin aderezo.","90","1","3773"
"4483",True,"2025-06-02 00:00:00","Entrega rápida.","143","1","3774"
"4484",True,"2024-12-06 13:50:28.870819","","136","1","3775"
"4485",True,"2024-10-18 15:27:03.081276","Cocinar bien la carne.","86","1","3776"
"4486",True,"2023-07-25 20:20:41.514693","Usar queso sin lactosa.","285","1","3777"
"4487",True,"2024-03-17 13:50:47.631646","No incluir pan.","287","1","3778"
"4488",True,"2024-08-20 19:43:40.101793","No incluir pan.","79","1","3779"
"4489",True,"2025-05-18 20:06:56.072036","Sin cebolla, por favor.","233","1","3780"
"4490",True,"2023-06-09 20:40:28.617295","No añadir mayonesa.","180","1","3781"
"4491",True,"2023-08-25 15:57:11.288684","Usar queso sin lactosa.","185","1","3782"
"4492",True,"2023-08-25 16:01:55.74149","Sin cebolla, por favor.","185","1","3782"
"4493",True,"2025-01-24 20:41:32.966843","Preparar como la vez pasada.","215","1","3783"
"4494",True,"2025-01-24 20:26:25.232549","Usar queso sin lactosa.","152","1","3783"
"4495",True,"2023-08-11 21:09:07.837923","","164","1","3784"
"4496",True,"2025-03-24 13:05:00.972396","Servir bien caliente.","78","1","3785"
"4497",True,"2023-09-08 13:02:08.320877","Con limón aparte.","58","1","3786"
"4498",True,"2025-06-02 00:00:00","Agregar salsa extra.","196","1","3787"
"4499",True,"2025-06-02 00:00:00","Servir bien caliente.","229","1","3788"
"4500",True,"2025-06-02 00:00:00","Plato para compartir.","216","1","3788"
"4501",True,"2024-11-29 20:26:31.004978","Sin cebolla, por favor.","46","1","3789"
"4502",True,"2024-08-23 15:53:33.711219","No añadir mayonesa.","93","1","3790"
"4503",True,"2024-08-05 14:23:57.244796","Servir bien caliente.","148","1","3791"
"4504",True,"2024-08-05 14:28:52.098749","Agregar salsa extra.","211","1","3791"
"4505",True,"2024-08-02 16:24:53.568575","","54","1","3792"
"4506",True,"2025-02-04 20:30:14.181055","Sin cebolla, por favor.","360","1","3793"
"4507",True,"2024-08-29 21:43:09.146924","Agregar salsa extra.","318","1","3794"
"4508",True,"2024-12-10 14:26:47.634768","Poco picante.","260","1","3795"
"4509",True,"2024-05-05 21:21:25.22137","Preparar como la vez pasada.","58","1","3796"
"4510",True,"2025-01-19 21:18:59.943665","Servir en dos platos.","96","1","3797"
"4511",True,"2024-07-05 22:39:43.401905","Servir en dos platos.","70","1","3798"
"4512",True,"2025-06-02 00:00:00","Poco picante.","182","1","3799"
"4513",True,"2023-08-20 15:07:24.187943","Evitar ingredientes crudos.","132","1","3800"
"4514",True,"2025-06-02 00:00:00","Evitar ingredientes crudos.","136","1","3801"
"4515",True,"2024-08-25 15:04:40.711036","Poco picante.","211","1","3802"
"4516",True,"2025-04-11 17:15:59.711046","Plato para compartir.","43","1","3803"
